AGE,AMT1
62,6400
44,37800
13,33600
49,75600
64,12100
59,6400
42,6400
31,1000
54,120600
47,6400
10,65000
38,130000
34,17400
39,8500
46,6400
62,109100
66,21400
48,21400
2,20000
2,9800
47,79100
76,62100
48,76400
65,6400
62,34300
40,106400
47,6400
47,14300
40,101800
54,124000
32,101800
34,104500
34,-104500
34,101800
30,6400
51,101800
30,101800
51,6400
51,70000
49,101800
56,101800
50,81000
50,80400
50,-81000
47,59500
47,456400
59,9100
59,-13400
59,13400
62,26300
64,73100
60,6400
46,12600
33,79100
59,155800
40,87400
64,6400
72,109600
64,20600
39,4500
51,8500
32,456400
32,28200
45,98450
59,29000
78,8500
44,29000
31,88500
62,4500
19,65800
55,8500
31,11600
59,37300
51,6400
47,78900
46,106400
13,32800
42,121800
69,9100
40,13100
56,33500
11,29500
64,76400
11,106400
31,8000
59,101800
48,101800
34,71800
57,6400
10,34100
29,110200
22,30400
70,38500
10,-86800
10,86800
10,88000
38,18000
4,114700
40,8500
54,17700
46,20000
35,15000
35,36700
35,470100
52,21300
64,6400
46,105200
37,96700
53,141800
65,151800
39,101800
25,101800
32,101800
44,101800
42,12600
51,13200
62,96400
35,104500
47,117700
41,331300
44,9600
48,6400
43,94400
39,-90000
39,90000
44,6400
65,6400
55,28200
76,6400
54,61900
11,13100
41,121400
64,6400
57,6400
27,130300
27,-130300
27,6400
65,7400
47,50700
47,-52800
47,52800
35,80600
33,-132700
33,132700
33,132700
75,9100
33,109000
40,12600
32,30500
60,70000
60,78900
53,116400
49,21900
60,146400
12,41000
20,6400
62,104500
27,6400
29,30000
35,3000
35,6400
43,109800
40,101800
66,800
66,6400
54,101800
54,101800
53,6400
33,6400
6,25000
35,37600
54,66850
38,183900
38,26000
22,120200
58,11200
28,6400
28,2700
29,9100
35,6400
47,76400
75,16500
40,6400
54,12300
22,12100
46,223950
58,101800
44,73800
38,137800
60,472000
32,458500
32,121500
5,16000
31,21200
26,35200
35,79600
36,112300
35,45000
55,36200
64,79100
40,89400
40,-10000
40,-79400
40,10000
40,79400
49,22000
42,128500
53,6400
59,101800
59,-101800
59,106400
27,-80200
27,79100
27,80200
6,14100
58,9100
2,21700
78,36400
26,100200
26,93200
26,-100200
69,71800
88,38600
62,10700
42,123500
39,31000
32,21200
40,86400
57,21900
30,22900
30,-25600
30,25600
38,25600
33,13200
65,335200
65,-485200
65,485200
65,54910
52,16100
41,16800
5,58900
54,106400
49,8500
6,24500
48,67000
48,458500
46,6400
35,9100
52,6400
40,9100
61,57310
73,6400
46,29800
74,109800
33,31600
36,15700
47,20100
77,20100
6,139700
32,12300
5,10600
27,79100
39,456400
44,23300
48,71900
60,8500
70,98900
76,25500
76,-27000
76,27000
57,78900
73,7200
73,4500
68,127900
52,66000
11,12400
20,-47500
20,50700
20,47500
35,66400
47,6400
28,3900
36,114600
36,40000
12,30100
45,8000
37,74300
65,10700
45,12600
55,8500
49,24000
47,288600
48,53700
53,6400
6,38300
37,16000
36,87400
38,77500
55,30000
43,78900
38,85900
33,92200
33,531700
49,88600
63,8500
39,25600
57,6400
32,36400
60,6400
46,228610
32,26400
53,6400
53,100000
30,6400
30,6400
63,6400
65,61400
35,187900
13,19800
53,23200
52,66000
46,101800
37,101800
57,101800
36,101800
38,127100
61,77000
48,472800
51,20000
21,34900
37,21900
27,31200
53,467200
54,17600
41,41900
46,78100
13,12200
40,30000
64,79100
25,6400
49,106400
61,137700
66,121900
66,66000
60,79700
39,66500
72,6400
34,9100
35,10300
31,6400
70,10500
56,108450
38,3000
38,74700
41,6400
66,20100
48,10000
41,78900
47,82100
47,79100
47,-79100
11,14300
45,71800
50,6400
43,472000
43,163600
46,71800
18,93800
35,10300
46,471900
46,85500
45,148700
57,18100
57,23600
54,12200
35,3000
35,10000
35,475700
62,6400
56,356400
56,80600
46,6400
25,63500
28,10400
60,6400
55,59100
65,76400
21,14100
71,26300
25,800
12,14200
30,115750
38,6400
55,6000
38,127900
15,71800
41,6400
41,-101800
41,101800
50,101800
17,101800
45,101800
28,3000
28,101800
50,7500
48,109800
61,7600
60,4500
11,106400
58,9400
69,68900
57,80500
40,117600
12,10000
1,16000
57,9000
66,74300
66,144500
11,60900
11,60900
47,-479200
47,495400
47,479200
77,351500
34,10000
13,470100
13,-37900
13,-470100
13,358700
13,37900
53,109800
35,22900
63,95900
63,-95900
63,95900
51,91800
50,17600
31,11800
37,20000
39,78900
44,4500
39,20100
10,27900
50,6400
37,6400
62,78900
33,-42000
42,94300
6,26400
1,98000
63,21200
34,467600
58,67300
11,71800
21,40100
46,109500
28,76400
46,456400
3,49400
60,4500
60,356100
60,65500
39,9500
6,46200
3,17900
58,20100
46,21900
9,39800
9,20100
33,9100
51,30000
10,26400
32,14100
37,10000
14,64800
41,228300
46,101800
81,15800
48,101800
40,6400
48,141800
48,-91800
48,91800
6,9400
40,148900
47,6400
68,23100
35,13100
31,8000
63,476300
47,20000
51,22900
27,26900
39,472000
44,28200
54,10190
39,21900
32,22000
44,13100
62,78900
39,78900
51,101800
15,71800
15,71800
15,-71800
55,6400
67,57900
74,6400
72,155500
65,6400
66,85900
61,6400
40,11400
60,21700
47,116300
39,9100
43,12600
35,106400
52,6400
40,-6400
40,6400
75,72700
77,109600
40,6400
46,79100
29,4500
47,9800
42,106400
12,26200
77,183200
49,96400
51,22900
35,79300
40,76400
53,11000
36,6400
39,53900
63,309000
63,374600
63,-309000
9,69000
51,16590
53,124300
50,96400
24,456400
59,24200
44,93500
44,456400
34,56300
29,6400
48,15800
56,20000
43,55300
58,91800
63,12000
44,471900
4,17800
20,50100
5,21800
38,88600
68,13200
43,78900
52,6400
50,106400
64,23300
58,6400
58,90000
40,166000
40,3000
8,30100
38,6400
38,-8500
38,8500
30,6400
46,3000
46,101800
44,133100
43,94000
43,4500
43,-124000
53,16300
57,121400
55,40000
62,70000
62,6400
38,78900
34,6400
44,106400
51,16690
62,76400
53,106400
26,39600
26,37800
41,6400
41,456400
60,22200
42,43100
38,26400
16,9000
13,20100
34,30000
34,30000
46,543700
50,119600
65,6400
52,122500
58,6400
50,12100
69,6400
37,106400
65,23200
54,14800
69,158500
44,35200
20,66000
42,24600
43,49600
40,133300
44,6400
43,5500
34,50100
40,6400
42,79100
49,13300
91,8500
56,98100
52,6400
10,23100
60,15300
54,101800
33,62200
35,52800
65,36800
40,76400
47,106400
37,76400
46,66000
35,9100
12,20100
47,30000
68,20100
55,75200
51,26300
51,-476300
51,476300
54,10600
17,9100
8,53300
43,21900
43,13200
41,61000
49,20200
48,6400
38,137200
13,14200
61,6400
60,8000
35,6400
32,9100
50,11000
74,8500
59,101800
62,94900
62,-94900
62,94900
91,28700
50,14200
6,22100
15,20000
37,53900
70,98900
62,39000
40,59370
40,306400
4,17000
61,3000
61,29700
46,109000
35,8500
58,6400
38,101600
11,60300
47,12900
72,6400
32,32600
59,9100
52,12300
43,106400
43,107200
53,79100
49,98500
49,-108500
49,108500
37,6400
41,6400
33,6400
63,18300
50,16300
53,11000
23,20100
53,139600
40,71800
63,66000
50,78900
47,35300
6,105600
62,60850
36,90000
36,6400
39,61700
72,127900
74,22400
56,106400
33,41200
39,6400
13,69400
13,46400
13,50000
13,-46400
13,-50000
51,100000
51,6400
21,12100
12,76400
41,22900
30,6400
8,6400
63,40600
35,101800
57,88400
4,22300
40,64400
45,62100
28,74500
81,256400
81,34200
57,72900
67,76400
40,2700
40,306400
53,13600
55,6400
58,9100
31,6400
31,6400
31,-6400
37,114300
25,106400
61,6400
59,12600
43,456400
46,12600
45,6400
52,6400
36,21900
34,12600
68,127900
50,7500
48,8500
73,459100
73,-459100
40,456400
40,59500
45,83100
41,9100
49,106400
55,71800
61,150000
34,477400
34,61400
65,10700
37,109800
49,6400
46,6400
61,6400
67,76400
45,111500
30,6400
46,159400
53,70000
37,78900
36,12300
38,10700
34,23400
49,13300
37,25000
63,22700
35,450000
75,42600
53,10000
48,27400
35,37500
35,29500
61,96400
62,98500
37,92400
65,12200
53,6200
53,317600
47,6400
81,249000
42,6400
11,28300
45,46800
38,94500
50,106400
41,6400
5,9100
47,146400
15,33000
28,6400
47,71800
41,10000
40,71000
43,1500
9,66100
43,10000
46,120700
46,10000
34,3000
34,29300
83,8300
57,133900
40,21900
67,230000
71,6400
6,9800
39,17600
37,88400
49,24700
12,18700
47,160200
39,20100
42,458500
42,76400
10,41100
50,106400
41,6400
35,81900
59,6400
45,6400
2,21800
40,76400
55,66000
51,8500
30,15000
33,22000
54,6400
48,6400
14,41100
12,11400
63,13900
60,6400
49,21200
47,76400
51,6400
43,55700
75,74200
40,101100
3,27200
54,63400
45,20800
34,17600
50,94400
11,32000
37,456400
9,128700
65,38300
26,7400
62,4500
68,71800
46,101800
49,101800
59,76400
45,101800
37,91800
48,101800
13,101800
39,101800
35,101800
33,107200
33,-557200
33,557200
33,-101800
33,101800
44,101800
69,96400
49,19900
67,64600
42,17900
55,104600
7,14600
45,36800
17,29200
46,66000
39,6400
68,75500
39,17600
39,15300
28,74500
48,98000
62,29000
26,25300
44,106400
59,76400
37,66000
38,12100
44,6400
49,16300
72,28300
60,150000
50,1000
50,110200
40,20000
18,106400
33,18000
66,9100
6,-39500
6,39500
6,39500
53,71900
42,17600
57,28200
41,8000
28,29700
58,149800
6,24200
5,33900
5,46200
56,6400
59,6400
53,130400
42,306400
42,149100
12,100100
63,6400
39,14200
16,21300
39,78900
45,6400
70,434000
50,61400
48,13100
58,8500
48,8000
46,9300
46,20000
46,10000
46,3000
49,9000
63,24200
36,71900
4,3600
56,17600
63,8500
75,8700
37,8500
2,95200
48,6400
35,26400
41,600
41,35300
10,20900
10,306400
67,101800
38,101800
44,127900
17,101800
60,8500
42,78500
45,8500
57,18300
34,-172200
34,172200
34,122200
57,37500
49,74900
49,17600
60,9100
6,12300
48,8000
57,10000
30,78100
52,49000
20,26500
88,8500
56,21900
28,43900
53,26300
65,479000
37,8000
49,6400
73,6400
69,10400
44,12600
53,106400
44,6400
48,13100
43,60450
43,306400
53,16300
36,42900
47,-538300
47,538300
47,36300
39,20100
43,15300
44,163300
44,471200
7,22100
46,6400
66,112000
38,49200
53,6400
49,107500
36,6900
36,24000
58,90000
58,26300
62,9000
4,16600
45,48500
34,3900
34,-4500
34,4500
31,33700
1,36300
52,10400
35,106400
35,-156400
35,156400
41,9100
46,12600
45,6400
31,12600
55,12600
25,6400
47,71800
76,6400
72,6400
46,106400
57,17600
51,11700
35,12300
55,13800
18,24200
50,71800
14,42000
36,20000
36,107500
14,91000
10,65300
47,6400
25,39000
46,13100
52,10400
56,6400
78,103200
78,473600
71,163300
71,475600
48,12600
61,109600
34,12600
44,72100
32,462600
48,101800
13,101800
13,101800
43,101800
46,91800
54,101800
44,25200
44,114000
39,195000
47,58500
53,28200
30,6400
54,6400
56,6400
39,60000
37,60000
48,136400
4,17000
20,76400
62,20100
51,42400
40,10000
36,34300
48,6400
78,456400
69,15300
68,6400
43,6400
37,7800
48,12600
38,106400
49,456400
49,133000
37,11000
47,108500
48,127900
1,4600
13,15200
75,25500
2,18500
34,60800
40,60700
35,92600
50,11200
1,16600
49,78900
40,25400
30,6400
60,6400
93,11700
26,39600
1,4500
27,18800
60,6400
49,14300
46,96400
9,23500
53,6400
39,6400
41,12200
46,6400
52,98900
28,100900
81,102000
1,21700
38,117600
60,88600
43,126400
32,91800
39,15800
41,35100
13,45000
51,111000
51,-121100
51,121100
33,23800
28,19100
57,37500
59,4500
11,85900
27,6400
35,78900
20,55000
34,115200
34,467600
38,101800
40,101800
41,78900
13,91800
51,61200
52,91800
38,101800
49,101800
36,101800
47,17800
32,76000
43,101800
52,99100
32,101800
39,17600
63,29700
46,160500
40,17600
57,26300
79,26300
79,10000
7,59200
65,116300
14,79100
40,19700
61,100000
37,85300
33,17700
45,20000
45,502500
49,8500
68,48000
49,71800
36,52200
36,28000
45,6400
59,19800
39,4500
53,6400
37,78900
44,139400
70,21900
47,80400
37,125500
38,29000
28,40100
28,70000
45,6400
40,101800
46,101800
54,101800
29,71800
28,109600
60,83450
6,24000
8,20100
41,22900
1,17300
51,55800
51,94900
65,-221600
65,221600
65,121600
44,71800
44,456400
57,106400
38,6400
47,84100
39,101800
32,76000
49,101800
34,12200
72,106400
46,105200
50,101800
52,101800
52,94500
59,101800
34,71800
34,71800
37,101800
46,91800
46,84100
51,71800
31,29100
62,91800
34,28200
60,8500
45,115400
30,6400
40,79100
55,6400
54,10000
43,124000
56,122500
73,88400
36,21900
48,18400
41,25300
44,23600
28,16200
46,28200
59,33700
66,6400
66,483500
66,51200
41,6400
7,94400
30,6400
43,70000
4,6200
53,162200
40,76400
46,76400
48,6400
55,100000
55,14100
51,30000
61,10500
48,6400
9,34400
13,101800
13,-101800
13,101800
13,101800
12,101800
38,101800
49,8400
40,6400
47,146400
46,101800
45,101800
37,98000
59,8500
49,96400
73,6400
15,36300
13,25000
15,25700
3,34800
9,12200
40,8500
75,22900
44,137400
44,13300
41,12200
5,9100
37,104700
14,62200
42,34390
37,10000
37,6200
37,456400
45,71900
42,10700
24,6400
47,11000
45,121400
65,12200
36,108000
10,12200
40,6400
57,456400
41,6400
39,126400
48,6400
66,155800
11,6400
57,25300
8,13100
11,10600
49,456400
49,59500
68,22900
40,99100
72,149100
72,356400
62,10700
76,6400
44,6400
32,26200
32,456400
76,6400
63,8500
36,70000
22,92900
43,8500
13,127900
43,76400
44,6400
46,101800
28,169300
47,17600
59,26400
40,13800
55,20300
45,101800
45,-101800
45,-101800
45,101800
45,101800
45,-101800
45,-101800
45,106400
45,-101800
45,101800
45,101800
38,8500
65,128100
66,6400
56,19300
13,101800
34,71800
35,101800
41,101800
53,101800
59,71800
30,101800
29,104500
36,65000
43,91400
62,93500
44,76400
54,4100
68,26400
32,4500
59,132910
46,467200
37,456400
13,19800
10,12400
63,6400
20,37400
35,58000
44,20100
53,79300
46,6400
46,74800
28,32100
53,11000
59,20400
15,143300
11,72200
37,12000
37,-12000
37,12000
44,6400
40,91800
60,12600
56,456400
57,6400
34,473800
60,18900
20,21900
36,96600
70,28200
31,122500
37,66900
48,30400
64,26300
66,74300
49,41600
39,16400
54,475700
54,13500
62,74300
53,12300
29,20000
29,4500
69,16300
69,47200
13,46600
13,458500
40,52900
40,6400
9,41400
58,21900
44,9600
44,138000
44,-63600
62,4500
56,20100
43,143700
46,6400
40,76400
13,19800
67,110400
39,33000
58,70000
12,317700
48,8500
34,52200
10,13100
10,6000
11,20100
14,28000
12,19300
6,11900
59,6400
70,60100
8,43500
8,102200
32,17600
43,66000
67,253100
47,16400
27,130300
44,456400
44,-456400
44,456400
44,59500
34,101800
42,91800
37,101800
47,101800
39,101800
46,101800
36,101800
30,101800
51,101800
49,101800
43,101800
29,12400
32,4500
51,121500
2,30200
72,46400
37,24400
31,21200
69,22700
57,31900
54,14300
71,27100
38,11000
38,-11000
38,11000
39,76400
43,12600
13,44400
70,8500
5,108800
55,148600
42,76400
40,101800
29,101800
33,91800
43,29000
57,472000
62,6400
32,36200
31,24000
61,20100
40,158500
46,18500
29,9100
2,38600
64,14300
8,128500
66,74300
43,14100
33,6400
6,31400
58,11700
59,16300
71,625700
52,479000
41,479000
41,-479000
49,8500
48,24100
48,107500
53,8500
69,14200
28,99500
73,6400
76,398600
76,-656400
76,656400
12,11400
54,101800
48,71800
42,101800
55,61700
55,-61700
55,61700
30,8500
65,101100
66,6400
61,6400
49,18400
3,29800
47,101800
57,101800
11,101800
48,99800
61,6400
63,101800
30,101800
50,101800
49,20300
45,101800
93,134500
93,-134500
37,6400
44,21900
10,16200
53,90700
5,11500
13,61400
11,23500
15,44100
38,76400
48,12700
41,23100
41,23000
11,32300
45,14300
62,96400
63,127900
38,78400
54,471200
15,11500
39,8500
15,13100
70,10700
42,70000
72,6400
6,69900
16,95700
41,6400
9,20200
71,20000
71,9100
79,467600
27,20000
27,470100
9,12200
53,26300
5,25800
62,21900
28,76400
37,172500
31,65800
62,7800
40,76400
39,4500
47,10000
47,456400
37,467600
55,80500
28,71800
35,6400
35,20000
39,183200
39,-185400
39,185400
55,6400
5,16400
34,18500
49,82000
39,123700
47,6400
36,6400
44,8500
62,4500
33,6200
33,321200
63,9100
34,78900
63,9100
51,29000
43,66000
42,8500
32,42400
43,90100
44,6400
69,108500
37,130400
10,59200
22,76400
34,12700
38,14200
66,14100
42,21200
74,82300
28,20000
52,91400
67,6400
62,18400
40,33500
69,10400
63,8500
8,13400
26,72100
12,26300
42,6400
63,6400
41,12000
45,11400
36,62800
44,64800
65,72200
38,6400
65,18600
38,127900
67,22900
24,6400
35,101800
48,12200
4,16000
42,206400
6,13100
40,78900
23,13700
36,8500
55,34600
36,8500
25,43200
41,6400
45,12600
34,6400
36,60300
83,454900
37,12600
6,20100
65,273500
49,78900
63,6400
52,39200
50,101800
65,90000
56,6400
16,94500
32,61300
45,106400
35,6400
63,11300
56,96300
56,546300
56,-546300
54,78900
26,9700
45,119100
36,76400
37,31700
63,8000
43,8500
53,44200
44,27700
11,29100
53,69400
30,8500
14,17700
35,12400
33,79100
48,470300
62,91800
11,106400
53,18000
44,22000
56,6400
37,36200
33,12400
38,141400
8,14200
42,20000
42,66900
71,8500
49,29000
39,4500
37,109300
27,113100
42,6400
49,6400
46,14700
35,101200
46,107500
6,130800
40,122500
71,6400
42,8500
34,101600
46,6400
62,9800
41,96400
69,6400
69,2900
46,101800
49,6400
81,157000
49,456400
39,9100
51,44300
44,12600
69,2900
69,58700
38,22900
61,96300
37,96400
34,150000
50,6400
45,15800
69,62100
37,6400
43,6400
44,106400
11,24800
19,37900
63,18290
8,12000
60,12300
11,17000
11,108500
40,12600
49,62100
26,19300
60,38100
62,96400
62,-104400
62,104400
32,91800
34,22900
33,76400
48,-17800
48,17800
47,26300
29,467600
52,21400
10,178600
46,76400
50,6400
14,14300
42,560300
50,14100
50,-464100
50,464100
53,78900
80,22900
7,112500
7,-102500
7,102500
7,112500
7,-102500
7,102500
14,70000
12,116400
12,116400
60,12600
62,14000
25,178900
55,106400
54,116100
33,6700
8,12700
54,43100
50,20000
35,27400
48,456400
49,30100
42,9800
42,10000
64,150000
64,14300
64,22900
52,17800
63,59500
63,483000
43,17600
68,14200
41,1100
48,6400
22,101800
35,91800
45,91800
13,-101800
13,101800
13,176400
48,101800
53,11200
7,253300
37,74300
46,20100
42,20100
53,6400
49,31700
32,484500
37,28400
49,8500
60,25300
39,77900
6,13400
41,79500
41,481900
1,18300
57,6400
54,8500
39,6400
35,4500
35,76400
49,80000
49,10000
49,106400
49,350000
49,6400
49,124200
28,20000
5,14300
34,11000
34,332300
68,136000
55,101800
48,31500
54,4100
49,97400
53,6400
56,9100
39,22900
35,10000
35,465700
25,37100
10,13100
12,12000
40,101800
67,101800
32,91800
43,101800
46,101800
44,101800
72,123300
30,156400
36,101800
35,108500
27,91800
61,44500
48,101800
48,6200
78,8500
59,66000
57,153800
2,15200
27,141300
27,700
57,26400
57,3000
46,91800
17,101800
71,246500
75,598600
18,6400
78,17600
43,20000
31,65800
20,6400
34,4500
45,101800
36,20000
37,8000
47,8500
60,25200
49,308500
49,458500
49,-458500
54,12300
58,23000
8,18000
37,40000
14,22900
34,101800
55,15200
68,6400
13,106400
71,107300
34,71800
27,144300
48,44300
59,101800
43,91800
47,11200
54,97500
41,42900
49,78900
54,102100
54,63000
47,456400
7,15400
32,23900
59,21200
32,84100
47,21300
42,109100
26,39600
48,132200
50,74100
9,16300
38,73600
34,26700
63,86800
11,77000
64,78900
63,26400
44,29700
35,7200
46,76400
27,-20000
27,20000
6,8500
35,18900
65,88600
68,6400
57,100000
57,107700
49,456400
48,-37800
48,37800
32,6400
46,96400
40,11100
39,76400
62,55600
62,456400
1,26300
77,21900
54,471900
36,129200
32,127900
52,471200
30,21400
90,88600
25,10200
36,81500
48,22900
54,10800
42,10500
22,41100
62,6400
52,94500
76,6400
58,106400
48,6400
69,9300
39,1545500
33,456400
33,20000
33,1000
46,10000
46,-10000
46,10000
61,6400
57,6400
38,15100
38,10700
46,-6400
46,6400
51,22500
47,69400
49,66500
41,6400
32,6400
65,717600
65,103100
49,29000
27,31700
75,123000
51,6400
40,6400
47,118300
22,15200
50,6400
34,12200
48,63100
48,8000
58,26400
52,25700
62,4500
44,10200
66,149100
61,6400
38,101800
55,101800
58,66000
43,71900
43,3000
44,101800
48,101800
33,6400
63,6400
63,6400
60,71900
27,9100
34,6900
34,45700
30,20000
8,78400
28,15300
49,27700
54,100100
54,88500
54,-100100
49,78900
40,6400
37,78900
49,32900
57,21200
58,81500
42,111700
56,6400
49,35200
44,135200
45,78300
68,108400
49,78900
37,101800
24,101800
11,101800
46,101800
65,101800
50,101800
39,101800
48,79300
55,456400
49,78900
23,76000
53,56300
70,6400
12,12000
5,9800
40,101800
32,91800
11,101800
47,127900
31,10000
40,144300
44,107100
7,15300
40,13300
55,25300
17,12800
61,171800
17,29500
6,59200
36,20100
50,150000
35,20100
37,112200
57,14400
39,87600
9,6400
30,101800
56,121900
59,6400
26,101800
15,71800
50,101800
66,91800
37,90000
25,72500
39,100000
37,78900
40,78900
50,61400
24,101800
48,106400
44,19700
33,84800
31,-458500
31,458500
11,101800
69,6400
9,25700
39,101800
62,24700
64,6400
44,98700
44,10000
36,22900
64,56400
39,62100
52,94500
45,101800
25,101800
35,101800
44,101800
48,101800
56,101800
29,104500
67,8500
44,6400
55,117200
57,482100
57,117800
51,27700
41,8500
22,22800
6,12900
28,12000
33,9100
11,77000
11,45300
3,9100
49,456400
34,35300
33,71800
65,151800
29,104500
44,106400
41,91800
37,101800
37,2700
60,71900
58,70000
41,28800
15,3000
15,27100
63,29000
41,74300
36,88600
4,47800
12,22100
41,19500
53,69800
41,20000
43,25600
48,70000
39,12000
8,18900
66,74300
48,6400
56,21900
68,6400
39,8500
41,91300
12,117800
12,117800
12,-117800
50,76400
50,550000
50,55600
50,9100
45,38500
45,21900
10,8500
63,8500
47,17200
29,44500
9,104790
5,24600
9,6400
29,15300
67,12000
58,20000
31,20000
37,11700
43,47500
24,81200
50,21300
35,8500
44,67900
53,141800
43,91800
40,71800
40,-101800
40,101800
48,101800
47,101800
65,39000
39,101800
46,91800
37,101800
37,71800
53,101800
37,101800
46,101800
43,9100
51,24200
51,-474200
51,474200
48,18100
61,6400
42,96400
42,-91800
42,96400
11,103200
54,101800
65,101800
50,101800
17,101800
42,35400
53,18400
4,10500
55,17200
55,1500
34,53200
9,15340
11,36800
53,127900
39,71800
42,101600
37,8500
59,14300
42,25800
24,34500
33,26400
44,180900
49,24800
41,76400
14,79100
10,41100
44,44500
46,20000
51,1000
39,101800
41,101800
64,79100
48,42300
44,10000
9,67100
39,4500
67,16400
9,112000
9,51200
37,8500
39,6400
46,10500
57,11900
47,16300
61,10500
68,6400
32,6400
61,6400
53,71900
19,6400
9,15800
2,9300
34,30100
35,148100
51,256400
55,3400
57,6400
50,106100
6,22900
56,71800
53,6400
63,76400
63,6400
63,-76400
63,39300
59,263800
50,91800
27,467600
27,3000
8,61000
37,6400
47,12600
68,6400
46,52900
46,-165700
46,165700
71,180900
67,54350
67,376000
50,20000
66,149100
39,78900
41,60000
38,39000
63,26300
46,21200
65,29000
2,29800
40,151500
59,4500
31,20300
40,112600
40,-112600
40,112600
41,30100
18,103600
43,124000
39,4500
34,101800
34,10300
43,456400
69,12400
43,129800
48,6400
41,76400
40,148900
7,29400
47,62100
52,76400
24,11000
36,182200
28,76400
1,30600
47,51400
51,11700
64,21440
11,16200
35,13100
44,12200
30,90300
13,101800
20,26400
12,36400
0,6600
68,13000
57,61700
56,62200
33,29400
43,70000
56,53300
66,6400
43,70000
70,66000
49,11500
11,31100
48,6400
46,70000
46,456400
87,8500
75,21900
87,108500
34,106400
58,29000
55,6400
57,24100
8,13100
52,98900
11,11400
25,12200
48,6400
54,31100
31,6400
59,20300
61,6400
33,76400
57,6400
38,111700
61,57400
52,29000
48,77600
27,15900
40,10200
47,45000
47,93000
19,14200
47,73200
47,-80200
47,80200
41,8500
48,6400
6,46200
55,184600
52,13600
44,12600
37,6400
41,456400
1,6200
39,44300
39,63000
6,53200
60,79100
53,6400
40,109100
43,72350
8,35100
39,104900
43,89300
43,71800
43,-91400
36,458500
56,19700
82,18400
41,62100
28,227200
46,10000
46,800
46,471200
54,9600
14,18700
1,9300
54,20100
35,9100
55,28000
49,100000
18,101800
71,268300
71,-500000
71,500000
61,35400
50,117100
12,37700
4,21500
56,9000
5,13700
37,43400
16,59200
54,20300
34,30000
52,6400
40,4500
33,9800
42,91800
57,69400
40,101800
48,140900
7,92300
57,8500
27,20000
54,101800
59,52700
58,6400
14,87400
42,104500
7,12300
57,-98900
57,81900
57,98900
57,98900
57,-98900
47,11700
10,3000
10,6400
36,20000
36,9400
50,26300
56,107100
57,8000
50,8500
61,21900
46,30880
1,21000
37,12090
58,15400
36,171900
58,49300
58,6400
69,21200
64,21900
18,48500
53,6400
55,467600
38,121900
49,128300
59,6400
2,10600
59,76400
12,8700
55,6600
37,23500
39,39000
32,30000
26,706400
26,13000
37,74300
46,12880
83,8400
66,334600
38,110200
38,12900
40,20300
71,10200
40,81500
53,30200
36,106400
48,46900
63,8500
35,137300
41,76400
10,9800
42,76400
47,13800
67,600000
29,88500
25,6400
57,4500
47,20000
56,29000
1,13800
1,-15200
1,15200
48,141800
35,526100
34,36700
41,127900
22,12100
30,6400
31,114300
36,113100
30,6200
47,6400
75,87300
15,59200
14,64800
51,21900
5,46900
64,72300
29,6400
33,16400
43,109800
44,12600
67,26300
41,6400
49,106400
45,12600
49,6400
30,6400
40,12600
61,14400
58,109100
73,48500
45,30000
45,321200
54,7200
46,10000
26,8500
60,79100
60,21000
60,-100100
60,100100
40,159800
33,10800
28,62500
44,124200
20,14100
6,28200
31,17600
31,48790
36,71200
76,374800
76,40000
33,3000
33,671400
73,121500
39,61000
73,17800
37,62000
47,70500
53,17600
48,20200
47,97100
58,67200
19,8500
63,71900
24,76800
79,23000
73,72900
66,6400
46,227950
66,13100
37,33700
37,8000
27,24700
34,471200
34,20000
34,10000
11,37900
28,20100
54,467600
14,26400
37,9100
6,48100
33,29100
55,6400
55,8500
88,5500
88,325700
41,12100
23,472900
23,44400
36,6400
41,97200
46,6400
39,106400
49,6400
49,141600
42,96400
43,109100
48,40600
51,17500
65,6400
38,127900
42,91800
39,101800
46,25700
47,476300
15,10190
17,21900
36,13200
9,137100
53,8500
9,37200
4,15300
60,21900
53,85100
49,8500
44,86400
54,116900
41,16300
54,10700
11,13340
12,11400
25,12200
11,10400
46,13200
42,10500
37,78900
8,32200
37,78900
57,162100
40,306400
24,106400
42,6400
47,101800
32,3000
32,91800
48,106400
30,101800
8,13500
56,6400
40,99100
40,72100
40,-79100
40,91800
54,101800
43,91800
37,101800
37,101800
46,91800
49,325700
49,10000
54,8500
45,15300
43,109800
32,6400
48,79300
64,129500
64,456400
39,62100
47,169700
55,78500
49,56400
42,10500
54,10700
7,133700
55,20300
2,7700
10,9800
41,121400
71,6400
11,101800
39,101800
46,101800
54,72100
43,51400
32,32300
8,6400
45,121400
44,11400
54,10700
39,59500
39,458500
45,11400
56,101600
50,71800
4,21100
4,81500
43,475700
43,77200
43,95400
36,67300
55,16100
55,-20300
55,20300
48,6400
50,6400
34,8500
69,66500
57,6400
41,49600
40,10000
36,92800
45,25300
5,6200
46,19500
53,16800
64,108500
44,62200
57,9100
52,411400
47,146400
53,106400
5,9100
53,71900
53,98900
53,-71900
35,90300
63,83300
41,8500
32,130000
43,26600
12,20900
34,25600
79,205300
79,-209900
79,209900
5,6200
42,31800
76,6400
48,46100
72,101800
59,76400
44,20000
33,10000
29,20100
36,133600
46,76400
42,6400
48,112600
61,6400
55,6400
42,8500
52,6400
62,9800
12,13100
61,60850
52,26300
8,22800
38,60200
