AGE,AMT1
43,12600
47,6400
46,19800
75,14400
42,7400
37,79100
39,8500
48,6900
52,458500
72,109900
65,53500
47,74300
72,9800
38,-472000
38,472000
75,20100
78,40700
55,107500
78,17200
46,128600
57,86100
55,101800
52,91800
47,101800
45,105200
45,108000
49,91800
42,91800
52,91800
38,101800
13,101800
44,101800
33,470900
39,18000
61,8500
44,22800
19,14100
62,62500
45,12300
49,82600
51,6400
65,8500
47,12000
33,62000
1,48900
40,463300
32,111800
45,20300
59,8500
68,25700
45,101900
39,27600
40,58500
40,6400
43,6400
44,474000
44,-528650
44,528650
53,107500
45,128000
42,25000
38,8000
41,126400
28,21000
28,14300
18,20000
54,26300
58,66600
52,6400
33,9100
61,122900
48,6400
49,71800
35,21800
35,115200
58,77500
54,34600
6,20100
45,37500
48,6900
63,476300
52,150000
52,-167100
52,167100
59,24200
18,30400
36,24800
55,35000
38,71800
36,74800
55,6400
27,44900
31,10300
1,7700
46,90300
46,83100
46,-90300
11,168300
65,16400
35,6400
1,43300
30,15000
21,15000
65,79100
54,88700
54,-80400
54,80400
37,106400
63,93100
63,315100
15,69600
46,114300
6,20000
41,11000
11,139700
41,20000
25,16300
45,105200
46,151800
30,101800
46,2700
46,101800
41,101800
30,101800
44,101800
37,101800
52,91800
48,91800
48,2700
45,14500
11,470100
11,47100
60,17700
33,17600
50,5600
11,45300
71,123000
30,6400
77,14200
38,472900
38,13000
59,9400
46,8500
48,65800
45,57400
36,32600
49,6400
39,37600
37,109300
72,472000
44,101800
37,101800
76,6400
46,120400
59,6400
34,256400
67,20100
35,19400
41,6400
65,14000
39,70800
40,12300
42,99100
41,31490
41,-33900
41,33900
39,6400
60,159600
46,6400
47,10000
57,34300
68,456400
16,78900
52,91800
5,93300
50,101800
52,6400
42,79100
52,8500
56,20100
69,138600
44,12200
61,21200
8,16600
8,-16100
8,16100
48,30100
38,108900
74,6900
63,17300
56,6900
55,299100
55,-299100
64,276900
18,56700
2,158000
31,36000
42,6400
49,286900
44,279000
65,83250
4,45700
43,6400
38,-162300
43,11990
1,37600
1,4700
42,60300
4,61900
21,70800
4,4600
56,119500
44,170600
53,6400
41,78900
38,30000
38,467600
38,9400
47,456400
20,17200
33,13100
39,78900
62,10700
86,12000
3,4600
56,101800
37,8500
1,9100
60,101600
55,45700
48,-105200
48,105200
82,26300
42,69100
56,10300
55,6400
49,32300
72,123300
2,9800
23,24000
55,78900
27,177500
49,78900
42,17400
48,6400
61,256400
61,68300
47,20100
39,5600
50,5600
49,6400
45,6400
23,42700
9,14200
56,8500
46,271900
40,26300
14,313200
47,10000
22,15300
49,526300
60,74300
46,142600
46,77900
65,344400
19,11370
19,12300
19,-12300
66,25300
18,128900
60,28800
42,256400
6,66000
47,6400
43,72750
51,6400
39,12600
46,109100
41,5200
23,9600
30,8500
37,10950
49,25300
55,17200
47,36200
40,21900
36,20100
65,68750
41,29200
12,15000
12,93300
52,108500
39,17200
33,21900
77,459300
59,97100
31,22000
58,-9400
58,9400
51,15100
27,20000
37,20000
37,456400
58,127900
13,45000
76,626300
76,101900
75,14100
40,74300
48,10000
29,10550
53,120700
1,7800
36,256400
36,71900
37,78900
40,101800
42,69400
47,101800
47,101800
57,88400
43,101800
48,138200
51,28000
45,94400
18,6400
18,-16400
18,16400
82,77200
53,20100
50,350000
65,17600
89,48700
6,38300
28,34300
53,76400
65,6400
47,8500
1,10800
38,10000
38,6400
16,100000
13,14200
7,94100
28,25900
68,34600
24,225000
6,49100
11,26300
46,26300
40,22400
54,6900
29,19500
33,9400
63,6400
35,6400
18,26400
59,25200
39,76400
62,13400
36,17200
48,106400
55,12600
42,356400
55,29000
44,27400
50,5600
66,74300
17,37600
77,601500
35,22900
69,75800
38,4500
24,25500
28,17600
38,11900
55,6400
40,66900
36,15300
43,15300
39,9000
33,33800
61,6400
59,109900
47,11000
77,12900
64,69400
57,76400
7,45700
11,-4900
11,24600
11,4900
55,6400
46,6400
60,12100
37,456400
37,101300
46,12600
47,109900
72,6400
41,6400
12,3000
12,12200
62,78900
39,126400
49,106400
7,13100
41,12300
35,6400
57,66000
12,12000
1,4600
63,16400
30,101800
46,24800
32,8500
33,117900
34,108500
38,30000
0,45600
46,10000
8,74900
54,14300
51,6400
29,13790
15,6400
3,16600
69,33300
6,19800
43,136800
7,42100
40,14300
63,7400
46,19100
38,6400
0,19800
79,20600
74,11800
58,170200
58,34600
69,4700
60,41600
57,26300
64,471900
13,47900
48,471900
48,56200
24,21900
47,23400
61,15500
27,77700
44,140900
48,74800
52,10400
46,19100
35,61900
53,51900
64,150000
9,20100
15,123500
24,105200
24,-105200
24,105200
24,-104900
24,104900
46,101800
47,78900
50,6400
30,14300
57,66000
57,48500
2,10000
53,30800
59,66000
56,26300
37,141300
34,66000
37,11000
26,49900
45,17400
58,38200
35,30000
46,212810
28,71800
74,-635200
74,635200
74,635200
74,11000
35,127900
28,31100
10,3000
10,35100
61,14100
46,66000
47,22900
46,20000
33,137600
37,78900
39,78900
40,6400
55,59300
41,196400
51,19400
55,78900
64,18000
63,8500
43,30000
40,79100
21,6400
39,15700
60,20600
57,101800
36,472000
38,6400
79,51900
2,22300
13,101800
38,101800
17,101800
13,101800
38,106400
40,6400
40,139500
5,94000
54,4500
45,6400
57,6400
54,40000
63,26300
24,51800
66,150000
46,9400
47,108900
66,15300
31,41900
68,37300
55,12700
39,4500
43,9100
72,109900
45,4000
54,24800
82,72700
1,9000
53,109100
68,88600
46,127900
49,24400
39,20900
51,96400
50,150000
33,20600
5,37900
39,52100
44,6400
41,12300
39,6400
70,98900
54,66000
60,2700
60,608500
48,12600
52,155600
62,138000
46,8500
33,6400
77,112000
45,6400
58,19300
62,6400
60,201300
1,7700
57,9000
25,13700
45,88600
39,6400
68,36400
63,79100
39,27700
46,106400
35,21900
46,109800
46,800
4,10600
25,121700
44,106400
34,181600
34,-195600
34,195600
75,12100
33,42000
26,78900
49,26300
22,8500
25,14100
43,6400
69,7200
27,80200
48,78900
48,71900
48,-78900
36,58400
12,85200
73,101800
2,4600
50,20000
46,115750
46,-127900
46,127900
58,78900
2,11900
73,6400
55,10200
44,27700
34,7200
34,456400
59,6400
70,6400
75,14300
46,465500
59,6400
61,6400
48,112600
48,13800
33,149800
34,17500
34,-18500
34,18500
62,66000
44,10000
28,10300
46,127900
38,27700
40,148900
38,8500
63,8100
46,34100
30,15000
22,15000
89,16200
63,8500
67,6400
43,8500
59,479000
40,31800
46,12600
44,20600
45,73000
42,7400
46,40100
46,9400
6,21900
39,107700
34,8500
49,8500
44,51900
59,150000
53,150000
52,31900
60,39000
49,20000
48,86400
45,20100
52,503900
2,14000
21,20000
42,170000
43,68300
50,33900
38,101800
47,101800
65,83100
65,85800
55,126400
50,11200
60,62100
55,6400
2,37300
65,67100
5,25900
20,34900
30,12600
51,9400
50,12600
44,29000
36,115000
60,74300
41,8500
27,31900
59,134200
46,90100
37,9100
33,286400
44,108500
51,108500
40,22900
39,107700
69,76400
38,8500
47,-281900
47,281900
47,251900
58,81800
57,6400
40,456400
65,11300
13,61400
13,13100
56,51700
30,115750
3,34100
55,6400
35,49800
59,-476300
59,476300
36,8500
35,112900
48,146400
9,14100
40,6400
69,92350
46,106400
46,69400
59,76400
82,6400
46,76400
49,78900
8,12700
24,6400
37,14300
46,71900
49,78900
46,58500
61,60850
13,12200
63,6400
38,101800
47,116700
31,101800
58,6400
63,10700
47,10300
76,6400
44,6400
7,11400
5,35700
28,78900
12,13100
11,6400
62,464100
62,552000
62,-464100
66,456400
66,10000
10,6400
57,24400
53,8500
47,108900
4,51100
40,22900
65,9100
69,321200
11,24000
35,6400
37,59700
35,8500
64,3200
30,156400
48,127100
48,44600
37,6400
55,66000
39,72700
39,-72700
39,65700
45,106400
40,26400
57,6400
52,6400
19,7400
35,127900
76,6400
4,4600
31,27700
50,15000
48,89300
54,66000
56,6400
39,76400
25,28400
27,146400
60,76400
50,7500
50,-7500
50,70900
16,106400
63,24300
32,456400
32,20900
62,61000
55,6400
54,128100
54,116100
54,-128100
40,101800
72,123300
63,101800
26,72100
60,4500
60,6400
21,3200
55,14400
81,21200
45,101800
30,101800
49,101800
46,101800
46,105200
44,91800
48,101800
49,24400
47,101800
45,91800
47,18900
52,91800
13,101800
40,16300
47,6400
50,6400
44,104500
34,3000
34,101800
49,25300
46,105200
45,101800
34,10000
66,101800
25,67200
84,6400
14,256400
7,54600
36,17200
49,185600
52,8000
14,64800
30,11200
4,16000
40,74300
42,67300
42,60000
26,94400
48,6400
56,1000
56,20000
23,12600
27,81100
27,153500
73,23300
73,7200
73,-23300
62,30000
60,6400
26,35100
26,467200
66,66000
65,115400
47,90100
10,35100
51,138400
49,6400
36,6400
44,11400
41,27900
72,55900
8,12700
35,6400
33,78900
36,62400
31,18800
27,456400
56,6400
47,66000
54,76400
44,9100
58,6400
49,66000
6,28300
75,17600
55,12600
29,20300
29,119200
52,6400
38,470100
38,-470100
49,179600
64,16300
42,43400
55,1500
65,306400
43,26400
42,7400
50,81000
47,89900
47,88600
59,16300
57,56300
38,65800
52,91800
38,101800
64,101800
45,101800
40,101800
40,3000
28,22000
8,6400
57,78900
72,17200
41,11400
28,57500
33,16300
28,6400
67,108500
47,8500
33,138400
64,56400
43,6400
60,6400
54,6400
55,10300
45,4500
41,74300
41,85600
57,9000
69,110400
5,113900
53,94200
33,40000
6,20000
1,20000
43,8500
4,21500
36,-57000
9,6400
55,101800
47,101800
44,121800
44,101800
42,101800
38,8500
38,9400
34,9100
5,16400
61,9100
46,415900
46,-101000
46,-472800
46,99500
41,6400
35,6400
74,2700
72,456400
2,13300
51,6400
13,471900
11,8500
50,16300
16,74500
75,94500
76,6400
57,9100
6,19800
7,30500
68,13500
37,472900
66,6400
26,48500
63,88600
8,116400
66,69000
64,69400
11,10600
46,11100
68,14300
37,456400
40,22700
46,134000
44,115750
49,456400
49,10000
41,121800
7,49100
82,20600
44,120100
10,11700
68,6400
76,6400
17,79100
45,29600
75,9200
75,11700
2,35000
36,6400
12,16100
12,12000
30,6400
27,11400
13,19800
31,10700
9,39500
9,456400
34,4500
59,51700
60,-39200
68,169700
55,101800
47,101800
49,102800
52,91800
49,91800
36,71800
66,100000
66,-11200
50,101800
48,91800
43,136800
49,-9000
49,9000
49,5600
50,12100
38,12600
41,101800
38,10700
42,7200
32,120700
18,88500
25,95900
39,30600
32,63000
32,320100
47,70000
30,12600
45,96400
54,106400
11,14200
57,34900
9,15300
39,15700
39,6400
5,20000
39,96400
63,6400
41,23000
41,6400
73,21100
11,27400
46,15100
50,27300
46,106400
56,6400
40,6400
56,78900
47,78900
5,4800
35,29400
51,110210
38,66000
66,100000
66,-11200
71,371200
71,434200
71,-434200
52,8000
56,8500
49,150000
47,62100
24,38000
59,6400
8,52400
1,9100
64,6400
66,6400
53,6400
57,101800
57,78900
44,78900
35,78900
18,20000
38,106400
60,101800
40,101800
55,30000
17,105600
60,1700
60,6400
47,82800
3,57100
48,104500
48,-104500
48,96400
48,101800
57,101800
44,105600
31,101800
33,109000
49,26300
43,8500
33,76400
37,104700
44,105900
50,72700
51,6400
58,6400
50,101800
48,104800
32,46400
48,8500
20,88500
48,20000
48,121800
46,71900
54,78900
40,148900
5,9800
60,26400
25,22100
12,18700
5,30800
46,6400
73,61570
37,456400
37,56200
63,40300
44,6400
49,6400
38,12600
76,6400
61,110400
6,9800
50,6400
46,6400
62,6400
47,103000
47,-79100
47,123000
47,-99100
47,99100
13,61400
27,6400
39,6400
29,472900
29,322900
29,-472900
46,101800
35,14300
35,25700
67,88600
63,29000
47,168500
37,110200
35,77700
49,94100
56,6400
14,12200
65,29900
51,106400
63,456400
32,456400
54,4500
54,101800
45,91800
17,101800
50,101800
57,479000
37,467600
13,2700
13,67900
1,31500
49,17800
40,6400
35,20100
63,33500
63,-24900
63,24900
53,91900
31,15300
34,29000
39,17400
56,83700
13,8500
60,8500
52,42500
46,30500
36,6400
68,64950
63,85200
47,-30900
35,91800
1,16100
18,9400
56,12000
55,78900
8,12700
11,13100
56,12000
52,467600
40,471900
19,27400
68,22000
58,66700
29,88000
21,472900
11,26300
12,6400
12,-15000
42,24900
69,110400
11,5600
41,13500
16,95600
21,20100
75,13700
82,9000
24,49900
48,6400
36,10700
39,133600
31,10700
42,6400
42,16400
52,464100
52,62500
35,22100
75,25700
63,221900
53,6400
20,6400
9,24800
24,6400
46,106400
46,3000
27,33600
58,96850
38,101800
48,101800
63,101800
46,101800
44,136800
30,101800
48,101800
55,101800
55,-101800
55,106400
40,101800
37,101800
57,101800
50,101800
72,101800
55,6400
46,17800
4,33000
16,8500
52,66000
44,88600
42,93800
42,27400
14,73800
57,6400
53,8500
58,121300
54,6400
54,4500
5,31100
7,9200
46,21000
6,10000
46,6400
67,29000
51,6400
52,3000
52,29000
52,-479000
52,479000
56,100500
36,185600
58,6400
41,15300
50,12600
51,29100
51,8500
47,8500
37,14300
35,24300
45,6400
66,6400
56,9000
53,130200
40,81500
34,300
34,21900
18,6400
44,6400
33,20000
65,24500
48,18700
58,94500
50,9000
13,18000
39,15700
43,78500
60,11200
22,15000
46,65500
46,329000
61,329000
25,11100
37,78900
31,10000
42,6400
47,15300
59,6400
63,10700
36,101800
46,105200
14,71800
17,101800
50,101800
45,101800
66,100000
41,49900
41,-49900
41,49900
40,20100
57,62600
74,10000
55,14800
52,538300
69,23300
65,42200
40,26600
36,109800
65,129400
70,6400
24,59700
50,81000
62,59500
62,479000
55,101800
55,6400
14,9400
40,6400
69,6400
28,76400
65,6400
62,16000
6,6400
73,106400
51,6400
31,456400
31,2700
46,6200
46,6400
42,7400
48,9100
39,6400
75,14300
39,6400
38,8000
34,8500
58,74300
40,25700
44,456400
44,101300
44,456400
28,78900
36,109500
34,19800
52,71900
52,6400
44,107700
58,107700
38,107700
56,6400
42,7300
57,131500
1,5600
47,33500
46,80300
41,27400
52,83450
39,24800
35,6400
32,6400
45,12300
24,51800
7,13100
46,88600
41,14300
76,18000
63,456400
52,17600
45,64800
39,98900
48,54100
23,9600
51,71800
26,11900
72,8500
65,26300
50,5600
12,12600
42,6400
52,6400
42,9800
54,10000
54,4500
25,21000
46,8500
46,122700
41,27400
6,470100
6,20300
38,19700
50,5600
38,75200
35,11900
47,71900
37,78900
74,66000
62,14300
38,83450
38,13500
63,54300
58,34100
50,5600
40,78900
58,79100
40,6900
54,29000
7,21400
24,28600
24,68800
34,18700
38,109800
37,8500
36,107700
51,96400
46,21900
65,71800
62,6400
70,73600
39,76400
49,65800
66,79100
47,78900
41,79900
45,19800
54,106400
38,6400
61,6400
68,487300
68,103400
41,11400
47,78900
48,16300
33,107700
64,6400
3,9500
5,30600
1,12100
7,21400
26,12000
64,12300
75,6400
60,4500
63,150000
67,109600
53,79100
42,6400
63,101800
22,106400
41,96400
41,-106400
41,96400
60,6400
61,38100
34,-467600
34,12600
34,-6200
34,473800
50,6400
49,109100
45,26400
39,9100
63,17300
8,19500
35,12100
43,256400
74,29000
46,6400
37,17600
43,78500
40,27400
1,4600
38,101800
55,101800
40,101800
55,106400
47,101800
43,101800
30,101800
49,101800
45,105200
46,151800
46,105200
49,101800
37,86800
60,100800
48,101800
45,71800
74,23300
30,6400
34,6400
44,106400
53,132000
33,6400
39,6400
44,6400
81,10000
67,106400
36,71900
38,78900
52,6400
52,100000
53,6400
48,106400
60,8500
11,42200
44,6400
11,25300
11,-26400
11,26400
60,150000
81,120600
16,31100
58,23200
24,472900
52,6400
52,24300
40,106400
52,20100
62,11600
34,91900
53,456400
53,-456400
24,456400
67,29400
57,66000
46,64800
57,78900
60,62100
48,6400
45,73000
76,11700
55,24600
63,111500
63,-109400
63,109400
44,29000
40,144750
41,8500
55,71100
40,106400
45,10700
59,17600
37,25300
26,15000
26,-30000
26,30000
44,78900
46,115800
68,14300
75,14300
13,106400
89,27600
57,9100
7,28400
69,9300
33,10700
44,36200
50,101800
50,106400
63,29000
57,37500
38,20100
17,74500
54,68800
36,83100
50,469700
39,101800
39,6400
39,-8500
43,76400
48,76400
49,134000
46,32900
40,23800
33,6400
41,22500
44,40100
42,7200
13,6400
58,64000
51,76400
52,6400
63,59100
54,116900
54,12700
58,127900
39,72100
39,-79100
39,79100
47,41400
64,78900
52,21700
53,11000
12,19000
66,84900
41,117600
53,26400
50,22000
46,109800
64,110000
64,250000
35,16400
67,6400
70,98900
65,37750
45,21400
45,106400
44,78900
65,25900
67,66000
6,32000
17,9100
47,456400
47,-456400
47,456400
47,10000
53,9000
46,13200
34,23600
59,55800
46,8500
54,78600
32,6400
27,96400
46,206110
46,133500
41,6400
44,12200
36,6400
35,101600
54,81900
47,13800
46,6400
40,10400
50,5600
49,456400
33,86800
33,-87800
33,87800
32,6400
58,57310
54,151600
30,36400
55,24000
42,123600
38,4500
47,6400
37,78900
11,30100
62,6400
55,9100
49,13500
58,55400
45,9400
45,-11500
45,11500
49,30500
46,8500
59,112000
45,8500
46,27400
48,86000
1,7700
36,183600
42,126600
7,131300
56,8500
83,14100
60,8500
35,66200
18,6400
13,56400
37,104700
12,12300
37,4500
42,6400
60,109800
57,6400
35,78900
45,127700
61,12600
42,8400
44,12100
53,10800
42,133100
61,128700
54,11000
54,11000
50,36600
56,37500
45,100800
40,82000
25,6400
58,78900
49,29000
73,11700
44,2700
44,458500
40,76400
36,38500
36,12800
46,78900
65,8500
51,29000
47,27700
1,8200
60,10910
46,14300
48,101800
27,6400
58,71800
59,6400
59,-106400
59,106400
11,461600
56,6400
56,6400
36,6400
50,150000
56,66000
48,6400
13,26100
49,127900
26,106400
56,78900
56,62100
59,6400
40,2700
40,111800
7,28200
75,23300
61,62100
59,59500
35,8500
21,31800
49,88600
45,20300
45,34900
9,127400
39,62500
54,21400
38,8500
17,25200
44,6400
38,106400
56,14600
68,456400
44,21400
44,22900
39,106400
46,10000
45,10700
8,13100
40,48500
37,14700
40,6400
50,101800
52,91800
45,101800
47,78900
12,109700
12,73000
11,14200
11,30300
68,29000
68,8700
32,156200
30,471900
50,21200
40,20300
11,21400
46,154100
57,11000
53,20100
40,457800
48,6400
35,31900
40,20100
35,28300
25,16300
21,72100
34,6400
5,9800
48,16300
42,4400
42,117700
45,13600
9,16400
40,23400
66,77500
1,8800
52,13500
40,107700
35,10300
59,31700
31,20100
17,4100
61,66000
60,120900
69,8500
66,6400
66,74300
30,16300
66,68600
53,6400
24,111900
56,8700
35,89100
33,11100
39,4500
55,193800
47,68000
14,64800
48,9000
56,21900
14,25700
65,151800
38,101800
39,101800
44,101800
38,101800
63,51800
32,101800
64,64800
47,101800
44,101800
39,101800
17,38500
65,72300
34,126400
50,16300
38,78900
57,6400
50,106400
31,9100
13,227900
62,62100
54,21300
40,6400
38,101800
68,101800
47,17200
40,101800
37,78900
59,106400
41,1000
41,26400
43,11700
41,11400
34,20100
33,9400
30,13300
6,13100
49,20000
54,20000
78,6400
62,413100
36,30700
19,40700
41,18000
59,8500
59,46100
34,10000
65,6400
39,10300
60,6400
53,141800
57,101800
38,101800
39,101800
34,101800
44,106000
37,101800
40,79100
69,13900
57,467600
38,137300
35,6400
43,103400
43,456400
37,6400
58,6400
36,36200
25,78900
53,113000
53,3400
36,77500
48,8500
59,46400
76,3200
77,109900
43,71800
65,33500
39,101800
30,101800
47,30700
50,94300
51,101800
26,101800
46,105200
15,71800
49,101800
50,101800
66,101800
45,101800
52,91800
38,101800
65,101800
51,78100
63,97000
63,456400
41,33100
45,101800
43,78900
71,8500
24,8500
40,6400
54,6400
49,16300
49,8500
57,78900
50,6400
24,86400
67,62100
44,106400
1,21700
47,78900
44,-1500
44,1500
34,15800
53,14300
47,14300
81,20600
47,8500
53,12100
28,15800
2,29800
2,15200
40,148900
17,306400
17,4300
73,57400
47,6400
37,66000
45,141800
54,101800
37,101800
45,20600
64,56400
43,1000
43,20000
43,465500
40,7200
58,8500
22,90100
51,21900
51,14700
27,16900
50,58500
52,6400
77,6400
60,23800
46,10000
34,49400
63,6400
27,25300
65,26300
52,13500
42,134000
62,2700
62,101800
52,73000
42,11400
27,8500
35,78900
11,16400
43,66000
80,49000
7,22900
58,6400
76,25300
46,19100
60,31800
47,6400
18,18900
18,14200
3,9100
53,71900
55,6400
49,78900
50,14200
64,79100
47,108900
13,196400
10,41400
39,4500
41,11400
47,22000
37,81900
48,14300
44,20600
70,38900
42,20100
60,68900
46,101800
48,10000
42,137400
43,8500
49,151000
49,16300
44,8500
45,42500
16,293600
12,42300
37,33000
65,79100
47,26900
47,70000
43,101800
47,101800
44,109100
44,-104500
44,104500
35,94500
43,136800
28,606600
42,8500
32,116300
32,475700
22,23400
7,21200
34,6200
34,467600
45,121400
45,96400
66,6400
61,18900
30,6400
46,66700
40,12300
47,8500
40,7200
11,13100
38,6400
41,6400
26,66000
32,8500
58,72600
55,58700
28,19900
55,6400
22,52600
28,23900
34,6400
40,16300
34,6400
59,6400
49,16300
59,39800
33,12400
41,16300
41,6400
20,27400
38,6400
11,6400
11,8500
52,91800
32,34800
44,101800
40,6400
47,11400
72,28600
8,46600
60,8500
41,130700
41,-132900
41,132900
59,122500
57,8500
42,8500
54,8500
36,22100
27,26700
15,26300
56,6400
43,262200
61,12600
61,9100
61,-12600
37,101800
51,4500
47,39100
47,470100
61,90800
61,458500
6,39500
37,71900
41,48500
75,17700
48,122500
52,69600
52,3000
34,467200
31,26400
51,89300
53,458500
53,45000
48,8500
48,100000
40,69000
55,17600
63,75200
6,100100
45,78500
10,17600
43,100100
28,4000
48,107500
3,4600
39,306400
40,10300
48,6400
24,76800
13,20100
41,6400
47,6400
9,91900
42,40000
38,10000
50,31700
67,82100
67,74800
67,-82100
41,29000
41,15100
41,459000
51,66000
66,8500
62,88600
45,29000
52,62100
11,28200
17,74500
10,39900
37,27400
6,37500
8,78400
43,14400
47,8500
31,42700
61,76400
63,6400
34,72200
43,3000
43,6400
54,101800
6,19800
50,74800
54,20000
39,16100
39,34600
39,4500
41,231300
41,22900
41,13500
55,70000
54,78700
53,74300
44,63600
77,6400
60,2700
60,467600
52,8500
52,20100
60,6400
59,8500
48,22700
36,8500
27,18100
69,4700
34,27000
34,306400
58,33800
42,70650
62,6400
38,6400
53,6400
57,6400
44,107500
34,12600
53,6400
57,106400
62,4500
73,8500
10,6500
40,101800
40,13800
48,8500
44,159400
39,106400
40,101800
45,101800
48,101800
37,127700
41,94900
55,39800
44,9600
44,9600
44,-4500
73,71700
60,110400
58,136000
72,6400
72,25700
71,6400
38,101800
64,51800
39,101800
24,101800
47,101800
39,101800
39,101800
44,101800
68,71800
26,101800
31,57500
51,106200
46,103400
43,26300
44,117300
51,106400
36,53300
60,8000
57,6400
37,90000
74,6400
36,6400
4,21700
53,22700
40,138200
3,46900
39,55100
62,146000
47,106400
30,70300
56,136100
49,26300
37,74300
33,76400
64,276200
64,95200
52,15400
37,6400
66,149100
67,88600
36,121600
36,8500
7,56700
60,6400
30,121800
47,6400
64,82200
35,106400
72,35700
66,134800
48,71900
44,12200
36,6400
41,6400
45,35200
13,56400
25,19700
59,26300
23,172030
73,109600
44,6400
38,6400
45,6400
58,165400
37,106400
56,738500
46,159400
67,18400
35,20100
54,6400
58,20000
39,101800
30,101800
46,101800
59,19800
39,76400
33,12600
11,15500
50,76400
41,41500
67,8500
59,147500
14,57700
22,56800
3,41900
59,26400
70,31900
37,6400
43,118500
52,92100
41,30300
46,65900
63,12200
71,66000
58,57310
58,72100
50,61400
65,17600
59,76400
11,21400
49,456400
44,9600
21,3200
47,71800
55,-456400
55,456400
39,20000
41,6400
11,53700
63,98000
41,6400
70,53600
10,58400
22,89900
43,71800
81,120900
3,39700
35,11700
68,222800
39,29000
60,12400
53,6400
54,16200
37,6400
7,21400
74,23300
11,456400
11,73500
46,106400
41,78900
13,36100
38,106400
49,6400
46,217710
60,9100
32,92600
37,17800
64,16300
36,90000
36,6400
68,6400
52,69400
33,13800
46,6400
31,13100
50,7500
53,30000
8,21100
34,12200
54,11200
41,14100
72,150900
37,16300
36,6400
10,12300
28,19200
32,80700
40,21000
39,9100
58,96400
70,10500
39,71500
40,11400
21,26300
43,456400
43,121300
42,77700
24,61400
75,19100
56,-99800
56,99800
56,54400
11,69000
46,6400
59,9100
30,6400
38,9800
38,800
42,6400
41,6400
53,79100
37,6400
55,12600
63,14300
41,96400
77,6400
35,106400
46,6400
37,76400
59,71800
79,38600
39,4500
35,29000
9,20100
65,101900
42,19700
52,66000
39,62400
42,6400
44,323600
24,11700
39,28200
56,14500
14,22400
93,217300
47,6400
31,8500
31,138200
41,11400
12,15300
42,35100
9,11100
66,14400
62,150000
61,150000
72,35590
72,-35700
72,10290
45,12700
37,16300
45,21900
59,8500
32,20100
40,5600
52,86600
62,23600
40,121400
52,78100
21,42700
21,10000
21,477400
49,101800
49,-4500
49,4500
43,926300
39,78900
8,55700
8,-55700
8,55700
24,138400
22,9000
11,10000
41,53000
59,451500
59,10000
28,71800
42,56950
25,6400
39,20000
59,-68100
59,66000
59,68100
9,28200
49,53100
31,26400
47,29200
47,20000
47,30900
33,145100
52,155800
66,6400
67,6400
45,29000
40,48000
66,121600
45,138700
14,121000
51,28200
48,29000
2,65900
4,31600
6,26100
56,26400
56,-49400
56,49400
56,26400
56,-49400
56,49400
38,106400
48,6400
6,9400
64,63900
30,83000
58,6400
65,41400
58,73600
53,106400
49,16500
61,50000
61,22900
32,20100
54,14300
54,118100
37,6400
45,24200
40,96400
27,-458500
27,458500
75,108300
35,8500
46,6400
59,16000
40,16300
59,76400
54,8700
51,6400
28,79100
38,4300
38,-6200
38,6200
38,481100
50,22400
3,9500
50,7500
47,101800
44,101800
44,101800
55,101800
39,101800
49,91800
62,317600
73,171100
69,4700
38,6400
53,68100
62,4500
29,17600
21,21400
12,154900
8,138100
40,13300
64,15400
39,241000
39,75100
52,179500
63,83450
36,185400
40,20000
40,306400
45,122800
67,9800
52,6400
2,37500
46,12600
44,66100
50,76400
41,6400
32,71800
58,65500
58,356400
43,101800
53,101800
12,12200
45,66000
61,60850
26,6400
35,78900
60,12400
44,106400
37,67200
37,456400
72,11400
57,78900
58,71900
27,9100
8,23500
48,47200
48,72500
33,115800
46,6400
76,18400
42,6400
51,18400
63,121500
53,26400
30,96700
48,101800
37,101800
35,147200
52,91800
39,101800
39,101800
8,53200
36,18400
40,12600
11,40600
48,6400
35,8500
66,104500
55,21000
63,127900
42,87400
73,13400
54,106400
59,9100
41,6400
46,107500
46,71900
38,78900
48,66000
63,14300
27,-472900
27,472900
25,22200
33,25600
65,26300
74,20100
60,4500
62,4500
58,8500
58,138400
56,6400
40,99100
76,6400
59,16300
74,29000
70,10500
48,38000
48,116300
37,20300
82,20600
81,23200
38,35200
45,138400
40,12900
43,3000
43,6400
5,9800
13,24300
47,87400
43,24600
40,101800
50,76400
64,21440
57,6400
33,12300
58,14300
44,12200
63,6400
44,29100
28,69400
63,17800
14,12200
12,13800
69,14200
27,79100
8,83100
38,78900
33,79100
54,6400
53,6400
36,6400
50,69400
47,61400
44,31200
27,79100
54,50500
63,80500
58,20000
38,127900
64,15850
37,9400
63,17800
45,20100
29,9100
37,109900
37,456400
43,69400
55,6400
37,79100
48,12600
38,106400
46,6400
4,20600
48,141800
17,23900
32,76000
30,151800
13,101800
65,79100
37,83300
38,144100
8,12000
49,106400
41,6400
44,20600
41,78900
60,6400
33,6400
39,78900
52,66000
86,12000
24,101800
44,6400
71,68100
40,31800
67,9000
49,62100
15,14200
52,87400
41,121800
37,29500
8,21000
41,21400
37,47100
31,31800
37,111500
38,37500
57,38200
69,4700
45,23800
54,76400
35,17800
5,12800
12,27000
27,6000
27,11400
13,19800
38,6200
38,26400
49,6400
49,6400
52,6400
64,6400
5,10600
50,21900
43,14500
55,87600
34,9400
62,9000
37,10930
58,465500
43,12600
8,119800
31,20000
31,87600
